"weekendingdate","jurisdiction","totalconfc19newadmadult","totalconfc19newadmped","totalconfc19newadm","totalconfflunewadmadult","totalconfflunewadmped","totalconfflunewadm","totalconfrsvnewadmadult","totalconfrsvnewadmped","totalconfrsvnewadm","totalconfc19newadmperchosprep","totalconfflunewadmperchosprep","totalconfrsvnewadmperchosprep"
"2020-08-08T00:00:00.000","AK",49,0,49,NA,NA,NA,NA,NA,NA,1,0,0
"2020-08-08T00:00:00.000","AL",1693,74,1767,NA,NA,NA,NA,NA,NA,0.93,0,0
"2020-08-08T00:00:00.000","AR",449,0,449,NA,NA,NA,NA,NA,NA,0.7204,0,0
"2020-08-08T00:00:00.000","AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-08T00:00:00.000","AZ",1645,13,1658,NA,NA,NA,NA,NA,NA,0.798,0,0
"2020-08-08T00:00:00.000","CA",4715,121,4836,NA,NA,NA,NA,NA,NA,0.9068,0,0
"2020-08-08T00:00:00.000","CO",312,4,316,NA,NA,NA,NA,NA,NA,0.7475,0,0
"2020-08-08T00:00:00.000","CT",101,0,101,NA,NA,NA,NA,NA,NA,0.9688,0,0
"2020-08-08T00:00:00.000","DC",94,8,102,NA,NA,NA,NA,NA,NA,0.9091,0,0
"2020-08-08T00:00:00.000","DE",6,1,7,NA,NA,NA,NA,NA,NA,0.4545,0,0
"2020-08-08T00:00:00.000","FL",6532,201,6733,NA,NA,NA,NA,NA,NA,0.8582,0,0
"2020-08-08T00:00:00.000","GA",1281,35,1316,NA,NA,NA,NA,NA,NA,0.55,0,0
"2020-08-08T00:00:00.000","GU",4,0,4,NA,NA,NA,NA,NA,NA,0.5,0,0
"2020-08-08T00:00:00.000","HI",218,0,218,NA,NA,NA,NA,NA,NA,0.8929,0,0
"2020-08-08T00:00:00.000","IA",362,4,366,NA,NA,NA,NA,NA,NA,0.9917,0,0
"2020-08-08T00:00:00.000","ID",144,1,145,NA,NA,NA,NA,NA,NA,0.8298,0,0
"2020-08-08T00:00:00.000","IL",628,5,633,NA,NA,NA,NA,NA,NA,0.6866,0,0
"2020-08-08T00:00:00.000","IN",394,13,407,NA,NA,NA,NA,NA,NA,0.7746,0,0
"2020-08-08T00:00:00.000","KS",165,1,166,NA,NA,NA,NA,NA,NA,0.6224,0,0
"2020-08-08T00:00:00.000","KY",1084,6,1090,NA,NA,NA,NA,NA,NA,0.8571,0,0
"2020-08-08T00:00:00.000","LA",1459,17,1476,NA,NA,0,NA,NA,NA,0.9321,0.0062,0
"2020-08-08T00:00:00.000","MA",161,10,171,NA,NA,NA,NA,NA,NA,0.8,0,0
"2020-08-08T00:00:00.000","MD",384,3,387,NA,NA,NA,NA,NA,NA,0.7451,0,0
"2020-08-08T00:00:00.000","ME",11,0,11,NA,NA,NA,NA,NA,NA,0.6757,0,0
"2020-08-08T00:00:00.000","MI",237,5,242,NA,NA,0,NA,NA,NA,0.8974,0.0064,0
"2020-08-08T00:00:00.000","MN",127,11,138,NA,NA,NA,NA,NA,NA,0.8271,0,0
"2020-08-08T00:00:00.000","MO",423,4,427,NA,NA,NA,NA,NA,NA,0.712,0,0
"2020-08-08T00:00:00.000","MP",0,NA,0,NA,NA,NA,NA,NA,NA,1,0,0
"2020-08-08T00:00:00.000","MS",763,3,766,NA,NA,NA,NA,NA,NA,0.7453,0,0
"2020-08-08T00:00:00.000","MT",88,0,88,NA,NA,NA,NA,NA,NA,0.4603,0,0
"2020-08-08T00:00:00.000","NC",992,16,1008,NA,NA,NA,NA,NA,NA,0.8358,0,0
"2020-08-08T00:00:00.000","ND",91,5,96,NA,NA,NA,NA,NA,NA,1,0,0
"2020-08-08T00:00:00.000","NE",68,1,69,NA,NA,NA,NA,NA,NA,0.6429,0,0
"2020-08-08T00:00:00.000","NH",12,0,12,NA,NA,NA,NA,NA,NA,0.8846,0,0
"2020-08-08T00:00:00.000","NJ",178,2,180,NA,NA,NA,NA,NA,NA,0.6706,0,0
"2020-08-08T00:00:00.000","NM",78,0,78,NA,NA,NA,NA,NA,NA,0.7959,0,0
"2020-08-08T00:00:00.000","NV",750,10,760,NA,NA,0,NA,NA,NA,0.8431,0.8039,0
"2020-08-08T00:00:00.000","NY",514,3,517,NA,NA,0,NA,NA,NA,0.6976,0.0049,0
"2020-08-08T00:00:00.000","OH",436,13,449,NA,NA,NA,NA,NA,NA,0.4065,0,0
"2020-08-08T00:00:00.000","OK",342,10,352,NA,NA,NA,NA,NA,NA,0.7163,0,0
"2020-08-08T00:00:00.000","OR",88,1,89,NA,NA,NA,NA,NA,NA,0.7581,0,0
"2020-08-08T00:00:00.000","PA",611,15,626,NA,NA,NA,NA,NA,NA,0.7202,0,0
"2020-08-08T00:00:00.000","PR",161,21,182,NA,NA,NA,NA,NA,NA,0.8364,0,0
"2020-08-08T00:00:00.000","RI",42,5,47,NA,NA,NA,NA,NA,NA,0.8333,0,0
"2020-08-08T00:00:00.000","SC",933,10,943,NA,NA,0,NA,NA,NA,0.7973,0.0135,0
"2020-08-08T00:00:00.000","SD",47,0,47,NA,NA,NA,NA,NA,NA,0.6393,0,0
"2020-08-08T00:00:00.000","TN",1390,12,1402,NA,NA,NA,NA,NA,NA,0.8561,0,0
"2020-08-08T00:00:00.000","TX",6431,140,6571,NA,NA,NA,NA,NA,NA,0.8979,0,0
"2020-08-08T00:00:00.000","USA",38053,991,39044,NA,NA,0,NA,NA,NA,0.7825,0.0081,0
"2020-08-08T00:00:00.000","UT",121,7,128,NA,NA,NA,NA,NA,NA,0.7857,0,0
"2020-08-08T00:00:00.000","VA",313,20,333,NA,NA,NA,NA,NA,NA,0.6263,0,0
"2020-08-08T00:00:00.000","VI",1,0,1,NA,NA,NA,NA,NA,NA,1,0,0
"2020-08-08T00:00:00.000","VT",3,0,3,NA,NA,NA,NA,NA,NA,0.4667,0,0
"2020-08-08T00:00:00.000","WA",191,1,192,NA,NA,0,NA,NA,NA,0.7216,0.0103,0
"2020-08-08T00:00:00.000","WI",514,159,673,NA,NA,NA,NA,NA,NA,0.8844,0,0
"2020-08-08T00:00:00.000","WV",96,0,96,NA,NA,NA,NA,NA,NA,0.8983,0,0
"2020-08-08T00:00:00.000","WY",121,0,121,NA,NA,NA,NA,NA,NA,0.9667,0,0
"2020-08-15T00:00:00.000","AK",46,2,48,NA,NA,NA,NA,NA,NA,1,0,0
"2020-08-15T00:00:00.000","AL",1741,62,1803,NA,NA,NA,NA,NA,NA,0.95,0,0
"2020-08-15T00:00:00.000","AR",406,6,412,NA,NA,NA,NA,NA,NA,0.8065,0,0
"2020-08-15T00:00:00.000","AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2020-08-15T00:00:00.000","AZ",1467,6,1473,NA,NA,NA,NA,NA,NA,0.8081,0,0
"2020-08-15T00:00:00.000","CA",4168,105,4273,NA,NA,NA,NA,NA,NA,0.9521,0,0
"2020-08-15T00:00:00.000","CO",245,11,256,NA,NA,NA,NA,NA,NA,0.8788,0,0
"2020-08-15T00:00:00.000","CT",50,1,51,NA,NA,NA,NA,NA,NA,0.9688,0,0
"2020-08-15T00:00:00.000","DC",92,12,104,NA,NA,NA,NA,NA,NA,0.9091,0,0
"2020-08-15T00:00:00.000","DE",29,1,30,NA,NA,NA,NA,NA,NA,0.6364,0,0
"2020-08-15T00:00:00.000","FL",5594,223,5817,NA,NA,NA,NA,NA,NA,0.8582,0,0
"2020-08-15T00:00:00.000","GA",1451,97,1548,NA,NA,NA,NA,NA,NA,0.8438,0,0
"2020-08-15T00:00:00.000","GU",8,0,8,NA,NA,NA,NA,NA,NA,0.5,0,0
"2020-08-15T00:00:00.000","HI",265,3,268,NA,NA,NA,NA,NA,NA,0.9286,0,0
"2020-08-15T00:00:00.000","IA",345,0,345,NA,NA,NA,NA,NA,NA,0.9752,0,0
"2020-08-15T00:00:00.000","ID",121,3,124,NA,NA,NA,NA,NA,NA,0.9362,0,0
"2020-08-15T00:00:00.000","IL",606,7,613,NA,NA,NA,NA,NA,NA,0.8905,0,0
"2020-08-15T00:00:00.000","IN",362,35,397,NA,NA,NA,NA,NA,NA,0.9014,0,0
"2020-08-15T00:00:00.000","KS",165,2,167,NA,NA,NA,NA,NA,NA,0.8601,0,0
"2020-08-15T00:00:00.000","KY",1553,13,1566,NA,NA,NA,NA,NA,NA,0.9196,0,0
"2020-08-15T00:00:00.000","LA",1336,6,1342,NA,NA,0,NA,NA,NA,0.8765,0.0062,0
"2020-08-15T00:00:00.000","MA",138,4,142,NA,NA,NA,NA,NA,NA,0.8353,0,0
"2020-08-15T00:00:00.000","MD",354,5,359,NA,NA,NA,NA,NA,NA,0.9216,0,0
"2020-08-15T00:00:00.000","ME",6,0,6,NA,NA,NA,NA,NA,NA,0.7838,0,0
"2020-08-15T00:00:00.000","MI",374,15,389,NA,NA,0,NA,NA,NA,0.9038,0.0064,0
"2020-08-15T00:00:00.000","MN",198,7,205,NA,NA,NA,NA,NA,NA,0.9699,0,0
"2020-08-15T00:00:00.000","MO",510,5,515,NA,NA,NA,NA,NA,NA,0.904,0,0
"2020-08-15T00:00:00.000","MP",0,NA,0,NA,NA,NA,NA,NA,NA,1,0,0
"2020-08-15T00:00:00.000","MS",790,1,791,NA,NA,NA,NA,NA,NA,0.8396,0,0
"2020-08-15T00:00:00.000","MT",91,3,94,NA,NA,NA,NA,NA,NA,0.746,0,0
"2020-08-15T00:00:00.000","NC",767,15,782,NA,NA,NA,NA,NA,NA,0.8657,0,0
"2020-08-15T00:00:00.000","ND",85,2,87,NA,NA,NA,NA,NA,NA,1,0,0
"2020-08-15T00:00:00.000","NE",122,8,130,NA,NA,NA,NA,NA,NA,0.7959,0,0
"2020-08-15T00:00:00.000","NH",6,4,10,NA,NA,NA,NA,NA,NA,0.9615,0,0
"2020-08-15T00:00:00.000","NJ",177,0,177,NA,NA,NA,NA,NA,NA,0.8941,0,0
"2020-08-15T00:00:00.000","NM",58,1,59,NA,NA,NA,NA,NA,NA,0.8776,0,0
"2020-08-15T00:00:00.000","NV",574,3,577,NA,NA,NA,NA,NA,NA,0.8235,0,0
"2020-08-15T00:00:00.000","NY",484,9,493,NA,NA,0,NA,NA,NA,0.8537,0.0049,0
"2020-08-15T00:00:00.000","OH",559,14,573,NA,NA,NA,NA,NA,NA,0.8738,0,0
"2020-08-15T00:00:00.000","OK",459,7,466,NA,NA,NA,NA,NA,NA,0.7872,0,0
"2020-08-15T00:00:00.000","OR",86,1,87,NA,NA,NA,NA,NA,NA,0.9355,0,0
"2020-08-15T00:00:00.000","PA",450,9,459,NA,NA,NA,NA,NA,NA,0.8257,0,0
"2020-08-15T00:00:00.000","PR",249,16,265,NA,NA,NA,NA,NA,NA,0.8727,0,0
"2020-08-15T00:00:00.000","RI",54,4,58,NA,NA,NA,NA,NA,NA,0.8333,0,0
"2020-08-15T00:00:00.000","SC",640,5,645,NA,NA,0,NA,NA,NA,0.9054,0.0135,0
"2020-08-15T00:00:00.000","SD",92,1,93,NA,NA,NA,NA,NA,NA,0.8033,0,0
"2020-08-15T00:00:00.000","TN",1316,15,1331,NA,NA,NA,NA,NA,NA,0.8636,0,0
"2020-08-15T00:00:00.000","TX",5739,101,5840,NA,NA,NA,NA,NA,NA,0.9075,0,0
"2020-08-15T00:00:00.000","USA",35744,886,36630,NA,NA,0,NA,NA,NA,0.8822,9e-04,0
"2020-08-15T00:00:00.000","UT",119,7,126,NA,NA,NA,NA,NA,NA,0.8393,0,0
"2020-08-15T00:00:00.000","VA",398,23,421,NA,NA,NA,NA,NA,NA,0.8081,0,0
"2020-08-15T00:00:00.000","VI",1,0,1,NA,NA,NA,NA,NA,NA,1,0,0
"2020-08-15T00:00:00.000","VT",5,0,5,NA,NA,NA,NA,NA,NA,0.8,0,0
"2020-08-15T00:00:00.000","WA",190,0,190,NA,NA,0,NA,NA,NA,0.9485,0.0103,0
"2020-08-15T00:00:00.000","WI",480,5,485,NA,NA,NA,NA,NA,NA,0.8912,0,0
"2020-08-15T00:00:00.000","WV",73,1,74,NA,NA,NA,NA,NA,NA,0.8983,0,0
"2020-08-15T00:00:00.000","WY",50,0,50,NA,NA,NA,NA,NA,NA,1,0,0
"2020-08-22T00:00:00.000","AK",60,3,63,NA,NA,NA,NA,NA,NA,1,0,0
"2020-08-22T00:00:00.000","AL",1914,16,1930,NA,NA,NA,NA,NA,NA,0.98,0,0
"2020-08-22T00:00:00.000","AR",424,1,425,NA,NA,NA,NA,NA,NA,0.8602,0,0
"2020-08-22T00:00:00.000","AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2020-08-22T00:00:00.000","AZ",1285,7,1292,NA,NA,NA,NA,NA,NA,0.8485,0,0
"2020-08-22T00:00:00.000","CA",3440,58,3498,NA,NA,NA,NA,NA,NA,0.9723,0,0
"2020-08-22T00:00:00.000","CO",145,2,147,NA,NA,NA,NA,NA,NA,0.9091,0,0
"2020-08-22T00:00:00.000","CT",77,0,77,NA,NA,NA,NA,NA,NA,1,0,0
"2020-08-22T00:00:00.000","DC",79,10,89,NA,NA,NA,NA,NA,NA,1,0,0
"2020-08-22T00:00:00.000","DE",47,0,47,NA,NA,NA,NA,NA,NA,0.7273,0,0
"2020-08-22T00:00:00.000","FL",4889,151,5040,NA,NA,NA,NA,NA,NA,0.88,0,0
"2020-08-22T00:00:00.000","GA",2378,49,2427,NA,NA,NA,NA,NA,NA,0.8625,0,0
"2020-08-22T00:00:00.000","GU",16,0,16,NA,NA,NA,NA,NA,NA,0.5,0,0
"2020-08-22T00:00:00.000","HI",918,0,918,NA,NA,NA,NA,NA,NA,0.8929,0,0
"2020-08-22T00:00:00.000","IA",321,8,329,NA,NA,NA,NA,NA,NA,0.9917,0,0
"2020-08-22T00:00:00.000","ID",142,5,147,NA,NA,NA,NA,NA,NA,0.9787,0,0
"2020-08-22T00:00:00.000","IL",721,16,737,NA,NA,NA,NA,NA,NA,0.9204,0,0
"2020-08-22T00:00:00.000","IN",515,12,527,NA,NA,NA,NA,NA,NA,0.9155,0,0
"2020-08-22T00:00:00.000","KS",186,0,186,NA,NA,NA,NA,NA,NA,0.9091,0,0
"2020-08-22T00:00:00.000","KY",1304,3,1307,NA,NA,NA,NA,NA,NA,0.9107,0,0
"2020-08-22T00:00:00.000","LA",1117,4,1121,NA,NA,0,NA,NA,NA,0.8951,0.0062,0
"2020-08-22T00:00:00.000","MA",128,4,132,NA,NA,NA,NA,NA,NA,0.8471,0,0
"2020-08-22T00:00:00.000","MD",350,2,352,NA,NA,NA,NA,NA,NA,0.9412,0,0
"2020-08-22T00:00:00.000","ME",9,1,10,NA,NA,NA,NA,NA,NA,0.8108,0,0
"2020-08-22T00:00:00.000","MI",368,10,378,NA,NA,0,NA,NA,NA,0.9423,0.0064,0
"2020-08-22T00:00:00.000","MN",221,7,228,NA,NA,NA,NA,NA,NA,0.9774,0,0
"2020-08-22T00:00:00.000","MO",652,3,655,NA,NA,NA,NA,NA,NA,0.952,0,0
"2020-08-22T00:00:00.000","MP",0,NA,0,NA,NA,NA,NA,NA,NA,1,0,0
"2020-08-22T00:00:00.000","MS",607,4,611,NA,NA,NA,NA,NA,NA,0.8868,0,0
"2020-08-22T00:00:00.000","MT",93,2,95,NA,NA,NA,NA,NA,NA,0.7937,0,0
"2020-08-22T00:00:00.000","NC",1121,29,1150,NA,NA,NA,NA,NA,NA,0.8806,0,0
"2020-08-22T00:00:00.000","ND",71,0,71,NA,NA,NA,NA,NA,NA,1,0,0
"2020-08-22T00:00:00.000","NE",144,2,146,NA,NA,NA,NA,NA,NA,0.8367,0,0
"2020-08-22T00:00:00.000","NH",178,1,179,NA,NA,NA,NA,NA,NA,0.9615,0,0
"2020-08-22T00:00:00.000","NJ",256,4,260,NA,NA,NA,NA,NA,NA,0.9176,0,0
"2020-08-22T00:00:00.000","NM",102,0,102,NA,NA,NA,NA,NA,NA,0.898,0,0
"2020-08-22T00:00:00.000","NV",570,8,578,NA,NA,NA,NA,NA,NA,0.8235,0,0
"2020-08-22T00:00:00.000","NY",839,9,848,NA,NA,0,NA,NA,NA,0.8927,0.0049,0
"2020-08-22T00:00:00.000","OH",620,14,634,NA,NA,NA,NA,NA,NA,0.8972,0,0
"2020-08-22T00:00:00.000","OK",526,23,549,NA,NA,NA,NA,NA,NA,0.8085,0,0
"2020-08-22T00:00:00.000","OR",104,5,109,NA,NA,NA,NA,NA,NA,0.8387,0,0
"2020-08-22T00:00:00.000","PA",401,10,411,NA,NA,NA,NA,NA,NA,0.8578,0,0
"2020-08-22T00:00:00.000","PR",250,13,263,NA,NA,NA,NA,NA,NA,0.8909,0,0
"2020-08-22T00:00:00.000","RI",40,2,42,NA,NA,NA,NA,NA,NA,0.9167,0,0
"2020-08-22T00:00:00.000","SC",620,11,631,NA,NA,0,NA,NA,NA,0.9324,0.0135,0
"2020-08-22T00:00:00.000","SD",95,0,95,NA,NA,NA,NA,NA,NA,0.9016,0,0
"2020-08-22T00:00:00.000","TN",1208,8,1216,NA,NA,NA,NA,NA,NA,0.8788,0,0
"2020-08-22T00:00:00.000","TX",5407,142,5549,NA,NA,NA,NA,NA,NA,0.9075,0,0
"2020-08-22T00:00:00.000","USA",36195,689,36884,NA,NA,0,NA,NA,NA,0.9021,9e-04,0
"2020-08-22T00:00:00.000","UT",85,4,89,NA,NA,NA,NA,NA,NA,0.8929,0,0
"2020-08-22T00:00:00.000","VA",397,16,413,NA,NA,NA,NA,NA,NA,0.7879,0,0
"2020-08-22T00:00:00.000","VI",17,0,17,NA,NA,NA,NA,NA,NA,1,0,0
"2020-08-22T00:00:00.000","VT",6,0,6,NA,NA,NA,NA,NA,NA,0.9333,0,0
"2020-08-22T00:00:00.000","WA",163,2,165,NA,NA,0,NA,NA,NA,0.8351,0.0103,0
"2020-08-22T00:00:00.000","WI",444,3,447,NA,NA,NA,NA,NA,NA,0.9048,0,0
"2020-08-22T00:00:00.000","WV",90,3,93,NA,NA,NA,NA,NA,NA,0.9661,0,0
"2020-08-22T00:00:00.000","WY",35,2,37,NA,NA,NA,NA,NA,NA,0.9333,0,0
"2020-08-29T00:00:00.000","AK",56,0,56,NA,NA,NA,NA,NA,NA,1,0,0
"2020-08-29T00:00:00.000","AL",1697,22,1719,NA,NA,NA,NA,NA,NA,0.97,0,0
"2020-08-29T00:00:00.000","AR",332,10,342,NA,NA,NA,NA,NA,NA,0.8817,0,0
"2020-08-29T00:00:00.000","AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2020-08-29T00:00:00.000","AZ",693,7,700,NA,NA,NA,NA,NA,NA,0.8384,0,0
"2020-08-29T00:00:00.000","CA",3048,52,3100,NA,NA,NA,NA,NA,NA,0.9723,0,0
"2020-08-29T00:00:00.000","CO",125,12,137,NA,NA,NA,NA,NA,NA,0.9091,0,0
"2020-08-29T00:00:00.000","CT",62,0,62,NA,NA,NA,NA,NA,NA,1,0,0
"2020-08-29T00:00:00.000","DC",65,4,69,NA,NA,NA,NA,NA,NA,1,0,0
"2020-08-29T00:00:00.000","DE",53,5,58,NA,NA,NA,NA,NA,NA,0.7273,0,0
"2020-08-29T00:00:00.000","FL",4133,136,4269,NA,NA,NA,NA,NA,NA,0.8764,0,0
"2020-08-29T00:00:00.000","GA",1363,95,1458,NA,NA,NA,NA,NA,NA,0.875,0,0
"2020-08-29T00:00:00.000","GU",42,0,42,NA,NA,NA,NA,NA,NA,0.5,0,0
"2020-08-29T00:00:00.000","HI",2135,2,2137,NA,NA,NA,NA,NA,NA,0.9286,0,0
"2020-08-29T00:00:00.000","IA",352,7,359,NA,NA,NA,NA,NA,NA,0.9917,0,0
"2020-08-29T00:00:00.000","ID",106,1,107,NA,NA,NA,NA,NA,NA,0.9574,0,0
"2020-08-29T00:00:00.000","IL",768,11,779,NA,NA,NA,NA,NA,NA,0.9254,0,0
"2020-08-29T00:00:00.000","IN",517,16,533,NA,NA,NA,NA,NA,NA,0.9155,0,0
"2020-08-29T00:00:00.000","KS",212,2,214,NA,NA,NA,NA,NA,NA,0.9021,0,0
"2020-08-29T00:00:00.000","KY",1773,3,1776,NA,NA,NA,NA,NA,NA,0.9107,0,0
"2020-08-29T00:00:00.000","LA",883,0,883,NA,NA,0,NA,NA,NA,0.8951,0.0062,0
"2020-08-29T00:00:00.000","MA",168,4,172,NA,NA,NA,NA,NA,NA,0.8471,0,0
"2020-08-29T00:00:00.000","MD",312,4,316,NA,NA,NA,NA,NA,NA,0.9412,0,0
"2020-08-29T00:00:00.000","ME",9,0,9,NA,NA,NA,NA,NA,NA,0.8378,0,0
"2020-08-29T00:00:00.000","MI",351,7,358,NA,NA,0,NA,NA,NA,0.9359,0.0064,0
"2020-08-29T00:00:00.000","MN",256,7,263,NA,NA,NA,NA,NA,NA,0.9774,0,0
"2020-08-29T00:00:00.000","MO",664,16,680,NA,NA,NA,NA,NA,NA,0.952,0,0
"2020-08-29T00:00:00.000","MP",0,NA,0,NA,NA,NA,NA,NA,NA,1,0,0
"2020-08-29T00:00:00.000","MS",590,5,595,NA,NA,NA,NA,NA,NA,0.8868,0,0
"2020-08-29T00:00:00.000","MT",104,0,104,NA,NA,NA,NA,NA,NA,0.8889,0,0
"2020-08-29T00:00:00.000","NC",2039,16,2055,NA,NA,NA,NA,NA,NA,0.8881,0,0
"2020-08-29T00:00:00.000","ND",91,1,92,NA,NA,NA,NA,NA,NA,1,0,0
"2020-08-29T00:00:00.000","NE",163,0,163,NA,NA,NA,NA,NA,NA,0.8878,0,0
"2020-08-29T00:00:00.000","NH",209,0,209,NA,NA,NA,NA,NA,NA,0.9615,0,0
"2020-08-29T00:00:00.000","NJ",293,9,302,NA,NA,NA,NA,NA,NA,0.9059,0,0
"2020-08-29T00:00:00.000","NM",151,4,155,NA,NA,NA,NA,NA,NA,0.8776,0,0
"2020-08-29T00:00:00.000","NV",474,9,483,NA,NA,NA,NA,NA,NA,0.8235,0,0
"2020-08-29T00:00:00.000","NY",479,6,485,NA,NA,0,NA,NA,NA,0.9024,0.0049,0
"2020-08-29T00:00:00.000","OH",634,13,647,NA,NA,NA,NA,NA,NA,0.9019,0,0
"2020-08-29T00:00:00.000","OK",577,13,590,NA,NA,NA,NA,NA,NA,0.8156,0,0
"2020-08-29T00:00:00.000","OR",57,3,60,NA,NA,NA,NA,NA,NA,0.9839,0,0
"2020-08-29T00:00:00.000","PA",456,4,460,NA,NA,NA,NA,NA,NA,0.8761,0,0
"2020-08-29T00:00:00.000","PR",248,11,259,NA,NA,NA,NA,NA,NA,0.8909,0,0
"2020-08-29T00:00:00.000","RI",25,2,27,NA,NA,NA,NA,NA,NA,0.9167,0,0
"2020-08-29T00:00:00.000","SC",600,13,613,NA,NA,0,NA,NA,NA,0.9324,0.0135,0
"2020-08-29T00:00:00.000","SD",117,0,117,NA,NA,NA,NA,NA,NA,0.918,0,0
"2020-08-29T00:00:00.000","TN",1105,19,1124,NA,NA,0,NA,NA,NA,0.8864,0.0076,0
"2020-08-29T00:00:00.000","TX",4962,118,5080,NA,NA,NA,NA,NA,NA,0.9037,0,0
"2020-08-29T00:00:00.000","USA",34765,714,35479,NA,NA,0,NA,NA,NA,0.9094,0.0011,0
"2020-08-29T00:00:00.000","UT",122,4,126,NA,NA,NA,NA,NA,NA,0.8929,0,0
"2020-08-29T00:00:00.000","VA",363,33,396,NA,NA,NA,NA,NA,NA,0.8081,0,0
"2020-08-29T00:00:00.000","VI",9,0,9,NA,NA,NA,NA,NA,NA,1,0,0
"2020-08-29T00:00:00.000","VT",6,0,6,NA,NA,NA,NA,NA,NA,0.8667,0,0
"2020-08-29T00:00:00.000","WA",142,1,143,NA,NA,0,NA,NA,NA,0.9794,0.0103,0
"2020-08-29T00:00:00.000","WI",425,5,430,NA,NA,NA,NA,NA,NA,0.898,0,0
"2020-08-29T00:00:00.000","WV",112,2,114,NA,NA,NA,NA,NA,NA,0.9661,0,0
"2020-08-29T00:00:00.000","WY",37,0,37,NA,NA,NA,NA,NA,NA,0.9333,0,0
"2020-09-05T00:00:00.000","AK",60,1,61,NA,NA,NA,NA,NA,NA,1,0,0
"2020-09-05T00:00:00.000","AL",1234,14,1248,NA,NA,NA,NA,NA,NA,0.98,0,0
"2020-09-05T00:00:00.000","AR",323,5,328,NA,NA,NA,NA,NA,NA,0.9462,0,0
"2020-09-05T00:00:00.000","AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2020-09-05T00:00:00.000","AZ",988,20,1008,NA,NA,NA,NA,NA,NA,0.8384,0,0
"2020-09-05T00:00:00.000","CA",2844,44,2888,NA,NA,NA,NA,NA,NA,0.9698,0,0
"2020-09-05T00:00:00.000","CO",131,6,137,NA,NA,NA,NA,NA,NA,0.899,0,0
"2020-09-05T00:00:00.000","CT",77,1,78,NA,NA,NA,NA,NA,NA,1,0,0
"2020-09-05T00:00:00.000","DC",79,2,81,NA,NA,NA,NA,NA,NA,1,0,0
"2020-09-05T00:00:00.000","DE",61,5,66,NA,NA,NA,NA,NA,NA,0.7273,0,0
"2020-09-05T00:00:00.000","FL",3432,94,3526,NA,NA,NA,NA,NA,NA,0.8764,0,0
"2020-09-05T00:00:00.000","GA",1457,91,1548,NA,NA,0,NA,NA,NA,0.8813,0.0063,0
"2020-09-05T00:00:00.000","GU",46,0,46,NA,NA,0,NA,NA,NA,1,0.5,0
"2020-09-05T00:00:00.000","HI",1996,0,1996,NA,NA,NA,NA,NA,NA,0.8929,0,0
"2020-09-05T00:00:00.000","IA",374,4,378,NA,NA,NA,NA,NA,NA,0.9917,0,0
"2020-09-05T00:00:00.000","ID",104,0,104,NA,NA,NA,NA,NA,NA,0.9787,0,0
"2020-09-05T00:00:00.000","IL",785,19,804,NA,NA,NA,NA,NA,NA,0.9353,0,0
"2020-09-05T00:00:00.000","IN",435,9,444,NA,NA,NA,NA,NA,NA,0.9155,0,0
"2020-09-05T00:00:00.000","KS",262,2,264,NA,NA,NA,NA,NA,NA,0.9441,0,0
"2020-09-05T00:00:00.000","KY",1493,2,1495,NA,NA,NA,NA,NA,NA,0.9375,0,0
"2020-09-05T00:00:00.000","LA",812,8,820,NA,NA,0,NA,NA,NA,0.9012,0.0062,0
"2020-09-05T00:00:00.000","MA",167,2,169,NA,NA,NA,NA,NA,NA,0.8471,0,0
"2020-09-05T00:00:00.000","MD",302,2,304,NA,NA,NA,NA,NA,NA,0.9412,0,0
"2020-09-05T00:00:00.000","ME",6,0,6,NA,NA,NA,NA,NA,NA,0.8919,0,0
"2020-09-05T00:00:00.000","MI",327,3,330,NA,NA,0,NA,NA,NA,0.9423,0.0064,0
"2020-09-05T00:00:00.000","MN",254,11,265,NA,NA,NA,NA,NA,NA,0.9774,0,0
"2020-09-05T00:00:00.000","MO",624,9,633,NA,NA,NA,NA,NA,NA,0.984,0,0
"2020-09-05T00:00:00.000","MP",0,NA,0,NA,NA,NA,NA,NA,NA,1,0,0
"2020-09-05T00:00:00.000","MS",548,6,554,NA,NA,NA,NA,NA,NA,0.8962,0,0
"2020-09-05T00:00:00.000","MT",123,2,125,NA,NA,NA,NA,NA,NA,0.9048,0,0
"2020-09-05T00:00:00.000","NC",1723,39,1762,NA,NA,NA,NA,NA,NA,0.9179,0,0
"2020-09-05T00:00:00.000","ND",83,2,85,NA,NA,NA,NA,NA,NA,1,0,0
"2020-09-05T00:00:00.000","NE",166,0,166,NA,NA,NA,NA,NA,NA,0.898,0,0
"2020-09-05T00:00:00.000","NH",153,0,153,NA,NA,NA,NA,NA,NA,0.9615,0,0
"2020-09-05T00:00:00.000","NJ",286,4,290,NA,NA,NA,NA,NA,NA,0.9529,0,0
"2020-09-05T00:00:00.000","NM",48,0,48,NA,NA,NA,NA,NA,NA,0.9184,0,0
